,reward,velocity,power_normalized,target_v,total_power_sec,env,seed,id,v_e_ratio,power,distance_delta,rew_b_1.0_v_rate_0.8,rew_b_1.0_v_rate_0.6,rew_b_1.0_v_rate_0.5,rew_b_1.0_v_rate_0.2
35,0.2658030966474377,0.1664543020009824,0.11594425126225438,0.20000000000000004,81.16097588357805,<TimeLimit<MujocoPlanarSnakeCarsAngleLineEnv<Mujoco-planar-snake-cars-angle-line-v1>>>,1,Mujoco-planar-snake-cars-angle-line-v1,1.4356408376339358,8116.097588357805,6.658172080039295,0.8426283577514786,0.8529852054980454,0.8581636293713287,0.8736989009911789
34,0.26277474743155943,0.16279174048027292,0.12055726405407498,0.195,84.39008483785248,<TimeLimit<MujocoPlanarSnakeCarsAngleLineEnv<Mujoco-planar-snake-cars-angle-line-v1>>>,1,Mujoco-planar-snake-cars-angle-line-v1,1.3503270977288768,8439.008483785248,6.511669619210917,0.8437520978774842,0.8526747573945943,0.8571360871531495,0.8705200764288148
36,0.2611066671434857,0.17139639400785556,0.12250550626853707,0.20500000000000004,85.75385438797595,<TimeLimit<MujocoPlanarSnakeCarsAngleLineEnv<Mujoco-planar-snake-cars-angle-line-v1>>>,1,Mujoco-planar-snake-cars-angle-line-v1,1.3990913488586192,8575.385438797595,6.855855760314221,0.8443628753623141,0.8526457799546013,0.8567872322507449,0.8692115891391758
37,0.24489531206851112,0.1753855237946805,0.12392379866285483,0.21,86.74665906399838,<TimeLimit<MujocoPlanarSnakeCarsAngleLineEnv<Mujoco-planar-snake-cars-angle-line-v1>>>,1,Mujoco-planar-snake-cars-angle-line-v1,1.4152691063952263,8674.665906399838,7.01542095178722,0.843350569009069,0.8515319770910881,0.8556226811320976,0.8678947932551262
40,0.242832499061079,0.17598971674559352,0.12395816739645432,0.22500000000000006,86.77071717751802,<TimeLimit<MujocoPlanarSnakeCarsAngleLineEnv<Mujoco-planar-snake-cars-angle-line-v1>>>,1,Mujoco-planar-snake-cars-angle-line-v1,1.4197508759767894,8677.071717751802,7.03958866982374,0.8009495816161527,0.8197226443630009,0.8291091757364251,0.8572687698566974
38,0.2418100483817312,0.17688869260593926,0.12755538525314367,0.215,89.28876967720056,<TimeLimit<MujocoPlanarSnakeCarsAngleLineEnv<Mujoco-planar-snake-cars-angle-line-v1>>>,1,Mujoco-planar-snake-cars-angle-line-v1,1.3867598945735593,8928.876967720056,7.07554770423757,0.8326794070644942,0.8426207089850846,0.8475913599453799,0.8625033128262658
41,0.2210793333488677,0.17970075818571846,0.1316735781004933,0.23,92.17150467034531,<TimeLimit<MujocoPlanarSnakeCarsAngleLineEnv<Mujoco-planar-snake-cars-angle-line-v1>>>,1,Mujoco-planar-snake-cars-angle-line-v1,1.3647442469329025,9217.150467034531,7.188030327428738,0.7987113998084874,0.8161151553312421,0.8248170330926196,0.850922666376752
39,0.21209970506063805,0.1718948530816229,0.12687746422105195,0.22000000000000008,88.81422495473636,<TimeLimit<MujocoPlanarSnakeCarsAngleLineEnv<Mujoco-planar-snake-cars-angle-line-v1>>>,1,Mujoco-planar-snake-cars-angle-line-v1,1.3548099667419227,8881.422495473636,6.875794123264915,0.7996967001798726,0.8180531590796414,0.8272313885295259,0.8547660768791792
43,0.20762860446122058,0.18357989002977348,0.1317667427763945,0.24000000000000007,92.23671994347615,<TimeLimit<MujocoPlanarSnakeCarsAngleLineEnv<Mujoco-planar-snake-cars-angle-line-v1>>>,1,Mujoco-planar-snake-cars-angle-line-v1,1.3932186996631226,9223.671994347615,7.3431956011909385,0.7855796182106325,0.8062430279638758,0.8165747328404974,0.8475698474703623
44,0.20396706100069512,0.18697116583930837,0.13249282558190426,0.24500000000000008,92.744977907333,<TimeLimit<MujocoPlanarSnakeCarsAngleLineEnv<Mujoco-planar-snake-cars-angle-line-v1>>>,1,Mujoco-planar-snake-cars-angle-line-v1,1.4111795489162298,9274.4977907333,7.478846633572335,0.7840195274201361,0.804891439169626,0.8153273950443709,0.8466352626686059
42,0.202227716257762,0.1730290501497929,0.12981426421726272,0.235,90.86998495208391,<TimeLimit<MujocoPlanarSnakeCarsAngleLineEnv<Mujoco-planar-snake-cars-angle-line-v1>>>,1,Mujoco-planar-snake-cars-angle-line-v1,1.3328970525165404,9086.99849520839,6.921162005991715,0.7630722114962679,0.7898505925678854,0.8032397831036939,0.84340735471112
45,0.18202043833874001,0.18431752357088402,0.132348229259047,0.25000000000000006,92.64376048133289,<TimeLimit<MujocoPlanarSnakeCarsAngleLineEnv<Mujoco-planar-snake-cars-angle-line-v1>>>,1,Mujoco-planar-snake-cars-angle-line-v1,1.3926708698921602,9264.376048133288,7.372700942835361,0.7633464295750194,0.7894227648665029,0.8024609325122445,0.8415754354494697
